,type_of_company,company_name,company_url
590,Chemicals companies,GHCL,https://www.screener.in/company/GHCL
591,Chemicals companies,Privi Speci.,https://www.screener.in/company/PRIVISCL
592,Chemicals companies,NOCIL,https://www.screener.in/company/NOCIL
593,Chemicals companies,Rossari Biotech,https://www.screener.in/company/ROSSARI
594,Chemicals companies,Epigral,https://www.screener.in/company/EPIGRAL
595,Chemicals companies,Fineotex Chem,https://www.screener.in/company/FCL
596,Chemicals companies,Neogen Chemicals,https://www.screener.in/company/NEOGEN
597,Chemicals companies,Sudarshan Chem.,https://www.screener.in/company/SUDARSCHEM
598,Chemicals companies,Tatva Chintan,https://www.screener.in/company/TATVA
599,Chemicals companies,Gulf Oil Lubric.,https://www.screener.in/company/GULFOILLUB
600,Chemicals companies,Grauer & Weil,https://www.screener.in/company/GRAUWEIL
601,Chemicals companies,GOCL Corpn.,https://www.screener.in/company/GOCLCORP
602,Chemicals companies,Tide Water Oil,https://www.screener.in/company/TIDEWATER
603,Chemicals companies,Tanfac Inds.,https://www.screener.in/company/506854
604,Chemicals companies,Foseco India,https://www.screener.in/company/FOSECOIND
605,Chemicals companies,Vishnu Chemicals,https://www.screener.in/company/VISHNU
606,Chemicals companies,Camlin Fine,https://www.screener.in/company/CAMLINFINE
607,Chemicals companies,Thirumalai Chem.,https://www.screener.in/company/TIRUMALCHM
608,Chemicals companies,Sadhana Nitro,https://www.screener.in/company/SADHNANIQ
609,Chemicals companies,Vidhi Specialty,https://www.screener.in/company/VIDHIING
610,Chemicals companies,Kiri Industries,https://www.screener.in/company/KIRIINDUS
611,Chemicals companies,S H Kelkar & Co.,https://www.screener.in/company/SHK
612,Chemicals companies,DDev Plastiks,https://www.screener.in/company/543547
613,Chemicals companies,Paushak,https://www.screener.in/company/532742
614,Chemicals companies,Jyoti Resins,https://www.screener.in/company/514448
615,Chemicals companies,Yasho Industries,https://www.screener.in/company/YASHO
616,Chemicals companies,Prem. Explosives,https://www.screener.in/company/PREMEXPLN
617,Chemicals companies,Fairchem Organic,https://www.screener.in/company/FAIRCHEMOR
618,Chemicals companies,I G Petrochems,https://www.screener.in/company/IGPL
619,Chemicals companies,Valiant Organics,https://www.screener.in/company/VALIANTORG
620,Chemicals companies,Heubach Colorant,https://www.screener.in/company/HEUBACHIND
621,Chemicals companies,Oriental Aromat.,https://www.screener.in/company/OAL
622,Chemicals companies,Tuticorin Alkali,https://www.screener.in/company/506808
623,Chemicals companies,Primo Chemicals,https://www.screener.in/company/506852
624,Chemicals companies,Ultramarine Pig.,https://www.screener.in/company/506685
625,Chemicals companies,TGV Sraac,https://www.screener.in/company/507753
626,Chemicals companies,Ganesh Benzopl.,https://www.screener.in/company/GANESHBE
627,Chemicals companies,Chemcon Special.,https://www.screener.in/company/CHEMCON
628,Chemicals companies,Bodal Chemicals,https://www.screener.in/company/BODALCHEM
629,Chemicals companies,Transpek Inds.,https://www.screener.in/company/506687
630,Chemicals companies,Sr.Rayala.Hypo,https://www.screener.in/company/SRHHYPOLTD
631,Chemicals companies,Amines & Plast.,https://www.screener.in/company/AMNPLST
632,Chemicals companies,HP Adhesives,https://www.screener.in/company/HPAL
633,Chemicals companies,Jubilant Inds.,https://www.screener.in/company/JUBLINDS
634,Chemicals companies,T N Petro Prod.,https://www.screener.in/company/TNPETRO
635,Chemicals companies,Indo Amines,https://www.screener.in/company/INDOAMIN
636,Chemicals companies,Oriental Carbon,https://www.screener.in/company/OCCL
637,Chemicals companies,DMCC Speciality,https://www.screener.in/company/DMCC
638,Chemicals companies,Nitta Gelatin,https://www.screener.in/company/506532
639,Chemicals companies,Plastiblends (I),https://www.screener.in/company/PLASTIBLEN
640,Chemicals companies,Jayant Agro Org.,https://www.screener.in/company/JAYAGROGN
641,Chemicals companies,Indo Borax & Ch.,https://www.screener.in/company/INDOBORAX
642,Chemicals companies,Bhageria Indust.,https://www.screener.in/company/BHAGERIA
643,Chemicals companies,Sh.Pushkar Chem.,https://www.screener.in/company/SHREEPUSHK
644,Chemicals companies,Chembond Chem.,https://www.screener.in/company/CHEMBOND
645,Chemicals companies,Andhra Petrochem,https://www.screener.in/company/500012
646,Chemicals companies,Sunshield Chem.,https://www.screener.in/company/530845
647,Chemicals companies,Aarti Surfactant,https://www.screener.in/company/AARTISURF
648,Chemicals companies,Natl. Peroxide,https://www.screener.in/company/500298
649,Chemicals companies,Kanoria Chem.,https://www.screener.in/company/KANORICHEM
650,Chemicals companies,Nikhil Adhesives,https://www.screener.in/company/526159
651,Chemicals companies,Diamines & Chem.,https://www.screener.in/company/DIAMINESQ
652,Chemicals companies,Chemfab Alka.,https://www.screener.in/company/CHEMFAB
653,Chemicals companies,Chemcrux Enterp.,https://www.screener.in/company/540395
654,Chemicals companies,DIC India,https://www.screener.in/company/DICIND
655,Chemicals companies,Lords Chloro,https://www.screener.in/company/LORDSCHLO
656,Chemicals companies,Amal,https://www.screener.in/company/506597
657,Chemicals companies,Poddar Pigments,https://www.screener.in/company/PODDARMENT
658,Chemicals companies,Hi-Green Carbon,https://www.screener.in/company/HIGREEN
659,Chemicals companies,Alufluoride,https://www.screener.in/company/524634
660,Chemicals companies,Hind.Organ.Chem.,https://www.screener.in/company/500449
661,Chemicals companies,Dynemic Products,https://www.screener.in/company/DYNPRO
662,Chemicals companies,Asahi Songwon,https://www.screener.in/company/ASAHISONG
663,Chemicals companies,Indian Toners,https://www.screener.in/company/523586
664,Chemicals companies,Mangalam Organic,https://www.screener.in/company/MANORG
665,Chemicals companies,Keltech Energies,https://www.screener.in/company/506528
666,Chemicals companies,Hindcon Chemical,https://www.screener.in/company/HINDCON
667,Chemicals companies,Dai-ichi Karkari,https://www.screener.in/company/526821
668,Chemicals companies,Paragon Fine,https://www.screener.in/company/PARAGON
669,Chemicals companies,Indokem,https://www.screener.in/company/504092
670,Chemicals companies,GP Petroleums,https://www.screener.in/company/GULFPETRO
671,Chemicals companies,Narmada Gelatine,https://www.screener.in/company/526739
672,Chemicals companies,India Gelatine,https://www.screener.in/company/531253
673,Chemicals companies,AksharChem (I),https://www.screener.in/company/AKSHARCHEM
674,Chemicals companies,IVP,https://www.screener.in/company/IVP
675,Chemicals companies,Vital Chemtech,https://www.screener.in/company/VITAL
676,Chemicals companies,Vipul Organics,https://www.screener.in/company/530627
677,Chemicals companies,Cochin Minerals,https://www.screener.in/company/513353
678,Chemicals companies,Jocil,https://www.screener.in/company/JOCIL
679,Chemicals companies,Tyche Industries,https://www.screener.in/company/532384
680,Chemicals companies,Arvee Laborat.,https://www.screener.in/company/ARVEE
681,Chemicals companies,Kanchi Karpooram,https://www.screener.in/company/538896
682,Chemicals companies,Ducol Organics,https://www.screener.in/company/DUCOL
683,Chemicals companies,Polson,https://www.screener.in/company/507645
684,Chemicals companies,Alkali Metals,https://www.screener.in/company/ALKALI
685,Chemicals companies,Genpharmasec,https://www.screener.in/company/531592
686,Chemicals companies,Resonance Speci.,https://www.screener.in/company/524218
687,Chemicals companies,Evexia Lifecare,https://www.screener.in/company/524444
688,Chemicals companies,Deepak,https://www.screener.in/company/544036
689,Chemicals companies,Ishan Dyes & Ch.,https://www.screener.in/company/531109
690,Chemicals companies,Hindprakash Indu,https://www.screener.in/company/HPIL
691,Chemicals companies,Archit Organosys,https://www.screener.in/company/524640
692,Chemicals companies,Jaysynth Dyestuf,https://www.screener.in/company/506910
693,Chemicals companies,Arabian Petrol.,https://www.screener.in/company/ARABIAN
694,Chemicals companies,Prolife Indust.,https://www.screener.in/company/PROLIFE
695,Chemicals companies,Kesar Petroprod.,https://www.screener.in/company/524174
696,Chemicals companies,Ambani Organics,https://www.screener.in/company/AMBANIORG
697,Chemicals companies,Mahickra Chem.,https://www.screener.in/company/MAHICKRA
698,Chemicals companies,Shreyas Interm.,https://www.screener.in/company/526335
699,Chemicals companies,Ushanti Colour,https://www.screener.in/company/UCL
700,Chemicals companies,Bhatia Colour,https://www.screener.in/company/543497
701,Chemicals companies,Natl. Oxygen,https://www.screener.in/company/507813
702,Chemicals companies,Pentokey Organy,https://www.screener.in/company/524210
703,Chemicals companies,Yasons Chemex,https://www.screener.in/company/YCCL
704,Chemicals companies,Seya Industries,https://www.screener.in/company/SEYAIND
705,Chemicals companies,Vadivarhe Speci.,https://www.screener.in/company/VSCL
706,Chemicals companies,Eiko Lifescience,https://www.screener.in/company/540204
707,Chemicals companies,Yug Decor,https://www.screener.in/company/540550
708,Chemicals companies,Sanginita Chemi.,https://www.screener.in/company/SANGINITA
709,Computer Education companies,NIIT,https://www.screener.in/company/NIITLTD
710,Computer Education companies,Aptech,https://www.screener.in/company/APTECHT
711,Computer Education companies,Vinsys IT Servic,https://www.screener.in/company/VINSYS
712,Computer Education companies,Compucom Soft.,https://www.screener.in/company/COMPUSOFT
713,Computer Education companies,Zee Learn,https://www.screener.in/company/ZEELEARN
714,Computer Education companies,Educomp Sol.,https://www.screener.in/company/EDUCOMP
715,Computer Education companies,Jetking Infotrai,https://www.screener.in/company/517063
716,Computer Education companies,BITS,https://www.screener.in/company/526709
717,Computer Education companies,Usha Mart. Edu.,https://www.screener.in/company/UMESLTD
718,Construction companies,Macrotech Devel.,https://www.screener.in/company/LODHA
719,Construction companies,Rail Vikas,https://www.screener.in/company/RVNL
720,Construction companies,NCC,https://www.screener.in/company/NCC
721,Construction companies,National Standar,https://www.screener.in/company/504882
722,Construction companies,PNC Infratech,https://www.screener.in/company/PNCINFRA
723,Construction companies,Mahindra Life.,https://www.screener.in/company/MAHLIFE
724,Construction companies,Man Infra,https://www.screener.in/company/MANINFRA
725,Construction companies,KNR Construct.,https://www.screener.in/company/KNRCON
726,Construction companies,H.G. Infra Engg.,https://www.screener.in/company/HGINFRA
727,Construction companies,Ramky Infra,https://www.screener.in/company/RAMKY
728,Construction companies,ITD Cem,https://www.screener.in/company/ITDCEM
729,Construction companies,JP Associates,https://www.screener.in/company/JPASSOCIAT
730,Construction companies,Patel Engineerin,https://www.screener.in/company/PATELENG
731,Construction companies,Welspun Enterp,https://www.screener.in/company/WELENT
732,Construction companies,Hind.Construct.,https://www.screener.in/company/HCC
733,Construction companies,Ganesh Housing,https://www.screener.in/company/GANESHHOUC
734,Construction companies,PSP Projects,https://www.screener.in/company/PSPPROJECT
735,Construction companies,Vishnu Prakash R,https://www.screener.in/company/VPRPL
736,Construction companies,EMS,https://www.screener.in/company/EMSLIMITED
737,Construction companies,Shriram Properti,https://www.screener.in/company/SHRIRAMPPS
738,Construction companies,Vascon Engineers,https://www.screener.in/company/VASCONEQ
739,Construction companies,K&R Rail Engine.,https://www.screener.in/company/514360
740,Construction companies,Elpro Internatio,https://www.screener.in/company/504000
741,Construction companies,B.L.Kashyap,https://www.screener.in/company/BLKASHYAP
742,Construction companies,Indian Hume Pipe,https://www.screener.in/company/INDIANHUME
743,Construction companies,Giriraj Civil,https://www.screener.in/company/GIRIRAJ
744,Construction companies,GPT Infraproject,https://www.screener.in/company/GPTINFRA
745,Construction companies,BEML Land Assets,https://www.screener.in/company/BLAL
746,Construction companies,MBL Infrast,https://www.screener.in/company/MBLINFRA
747,Construction companies,Parsvnath Devl.,https://www.screener.in/company/PARSVNATH
748,Construction companies,SPML Infra,https://www.screener.in/company/SPMLINFRA
749,Construction companies,Simplex Infra,https://www.screener.in/company/SIMPLEXINF
750,Construction companies,RPP Infra Proj.,https://www.screener.in/company/RPPINFRA
751,Construction companies,Bharat Road,https://www.screener.in/company/BRNL
752,Construction companies,Innovators,https://www.screener.in/company/541353
753,Construction companies,Last Mile Enter.,https://www.screener.in/company/526961
754,Construction companies,RBM Infracon,https://www.screener.in/company/RBMINFRA
755,Construction companies,Kesar India,https://www.screener.in/company/543542
756,Construction companies,Sadbhav Engg.,https://www.screener.in/company/SADBHAV
757,Construction companies,Nila Infrastruct,https://www.screener.in/company/NILAINFRA
758,Construction companies,Madhav Infra,https://www.screener.in/company/539894
759,Construction companies,Alpine Housing,https://www.screener.in/company/526519
760,Construction companies,Modi's Navnirman,https://www.screener.in/company/543539
761,Construction companies,A B Infrabuild,https://www.screener.in/company/ABINFRA
762,Construction companies,Generic Engineer,https://www.screener.in/company/GENCON
763,Construction companies,SAB Industries,https://www.screener.in/company/539112
764,Construction companies,Chavda Infra Ltd,https://www.screener.in/company/CHAVDA
765,Construction companies,Veer Global Inf.,https://www.screener.in/company/543241
766,Construction companies,Supreme Holdings,https://www.screener.in/company/530677
767,Construction companies,Maruti Infra.,https://www.screener.in/company/531540
768,Construction companies,Suyog Gurbaxani,https://www.screener.in/company/543391
769,Construction companies,Gayatri Projects,https://www.screener.in/company/GAYAPROJ
770,Construction companies,Samor Reality,https://www.screener.in/company/543376
771,Construction companies,Ratnabhumi Dev.,https://www.screener.in/company/540796
772,Construction companies,Nila Spaces,https://www.screener.in/company/NILASPACES
773,Construction companies,Brahmaputra Inf.,https://www.screener.in/company/535693
774,Construction companies,Niraj Cement,https://www.screener.in/company/NIRAJ
775,Construction companies,RKEC Projects,https://www.screener.in/company/RKEC
776,Construction companies,Rachana Infra.,https://www.screener.in/company/RILINFRA
777,Construction companies,Sadbhav Infra.,https://www.screener.in/company/SADBHIN
778,Construction companies,Pansari Develop.,https://www.screener.in/company/PANSARI
779,Construction companies,SKIL Infrastr,https://www.screener.in/company/539861
780,Construction companies,RDB Realty,https://www.screener.in/company/533285
781,Construction companies,Art Nirman Ltd,https://www.screener.in/company/ARTNIRMAN
782,Construction companies,BSEL ALGO,https://www.screener.in/company/532123
783,Construction companies,Trescon,https://www.screener.in/company/532159
784,Construction companies,Thakkers Develp.,https://www.screener.in/company/526654
785,Construction companies,Univastu India,https://www.screener.in/company/UNIVASTU
786,Construction companies,Virya Resources,https://www.screener.in/company/512479
787,Construction companies,Modulex Const.,https://www.screener.in/company/504273
788,Construction companies,Navkar Urban.,https://www.screener.in/company/531494
789,Construction companies,Max Heights,https://www.screener.in/company/534338
790,Construction companies,Rainbow Foundat.,https://www.screener.in/company/531694
791,Construction companies,Akash InfraProj.,https://www.screener.in/company/AKASH
792,Construction companies,Excel Realty,https://www.screener.in/company/EXCEL
793,Construction companies,Destiny Logistic,https://www.screener.in/company/DESTINY
794,Construction companies,Adhbhut Infra.,https://www.screener.in/company/539189
795,Construction companies,Madhucon Project,https://www.screener.in/company/MADHUCON
796,Construction companies,Julien Agro,https://www.screener.in/company/536073
797,Construction companies,Prime Property,https://www.screener.in/company/530695
798,Construction companies,KCL Infra,https://www.screener.in/company/531784
799,Construction companies,Manjeera Constr.,https://www.screener.in/company/533078
800,Construction companies,Sonu Infratech,https://www.screener.in/company/SONUINFRA
801,Construction companies,ARSS Infra,https://www.screener.in/company/ARSSINFRA
802,Construction companies,Shreeshay Engi.,https://www.screener.in/company/541112
803,Construction companies,VSF Projects,https://www.screener.in/company/519331
804,Construction companies,Swasti Vin. Art,https://www.screener.in/company/512257
805,Construction companies,PVV Infra Ltd,https://www.screener.in/company/536659
806,Construction companies,Prabhhans Inds,https://www.screener.in/company/530361
807,Construction companies,Narendra Prop.,https://www.screener.in/company/531416
808,Construction companies,Kaizen Agro,https://www.screener.in/company/538833
809,Construction companies,Gayatri Highways,https://www.screener.in/company/GAYAHWS
810,Construction companies,Conart Engineers,https://www.screener.in/company/522231
811,Construction companies,Kamanwala Housin,https://www.screener.in/company/511131
812,Construction companies,SVS Ventures,https://www.screener.in/company/543745
813,Construction companies,P B A Infra.,https://www.screener.in/company/532676
814,Construction companies,Abhishek Integr.,https://www.screener.in/company/AILIMITED
815,Construction companies,Vishvprabha Ven.,https://www.screener.in/company/512064
816,Construction companies,Crane Infra,https://www.screener.in/company/538770
817,Construction companies,Kretto Syscon,https://www.screener.in/company/531328
818,Construction companies,Dhanuka Realty,https://www.screener.in/company/DRL
819,Construction companies,VKJ Infradevelop,https://www.screener.in/company/536128
820,Construction companies,Athena Construc.,https://www.screener.in/company/539099
821,Construction companies,R J Shah & Co,https://www.screener.in/company/509845
822,Construction companies,Setubandhan Inf.,https://www.screener.in/company/SETUINFRA
823,Construction companies,Manav Infra,https://www.screener.in/company/MANAV
824,Construction companies,Joy Realty,https://www.screener.in/company/508929
825,Construction companies,Mount Housing,https://www.screener.in/company/542864
826,Construction companies,Yaan Enterprises,https://www.screener.in/company/538521
827,Construction companies,Shricon Indus.,https://www.screener.in/company/508961
828,Construction companies,CMM Infraproj,https://www.screener.in/company/CMMIPL
829,Construction companies,Neo Infracon,https://www.screener.in/company/514332
830,Construction companies,Yogi Infra Proj.,https://www.screener.in/company/522209
831,Construction companies,UTL Industries,https://www.screener.in/company/500426
832,Construction companies,Ashram Online,https://www.screener.in/company/526187
833,Construction companies,Janus Corporatio,https://www.screener.in/company/542924
834,Construction companies,Sanathnagar Ent.,https://www.screener.in/company/509423
835,Construction companies,Mahesh Developer,https://www.screener.in/company/542677
836,Construction companies,Jet Infraventure,https://www.screener.in/company/538794
837,Construction companies,Jainco Projects,https://www.screener.in/company/526865
838,Construction companies,Richa Industries,https://www.screener.in/company/532766
839,Construction companies,Epsom Properties,https://www.screener.in/company/531155
840,Construction companies,Abhishek Infra.,https://www.screener.in/company/539544
841,Construction companies,Rajeswari Infra.,https://www.screener.in/company/526823
842,Construction companies,Ishaan Infrastru,https://www.screener.in/company/540134
843,Construction companies,SBL Infratech,https://www.screener.in/company/543366
844,Construction companies,Bronze Infra,https://www.screener.in/company/534731
845,Consumer Durables companies,Havells India,https://www.screener.in/company/HAVELLS
846,Consumer Durables companies,Dixon Technolog.,https://www.screener.in/company/DIXON
847,Consumer Durables companies,Voltas,https://www.screener.in/company/VOLTAS
848,Consumer Durables companies,Crompton Gr. Con,https://www.screener.in/company/CROMPTON
849,Consumer Durables companies,Blue Star,https://www.screener.in/company/BLUESTARCO
850,Consumer Durables companies,Whirlpool India,https://www.screener.in/company/WHIRLPOOL
851,Consumer Durables companies,Kaynes Tech,https://www.screener.in/company/KAYNES
852,Consumer Durables companies,Bajaj Electrical,https://www.screener.in/company/BAJAJELEC
853,Consumer Durables companies,Amber Enterp.,https://www.screener.in/company/AMBER
854,Consumer Durables companies,TTK Prestige,https://www.screener.in/company/TTKPRESTIG
855,Consumer Durables companies,Eureka Forbes,https://www.screener.in/company/543482
856,Consumer Durables companies,PG Electroplast,https://www.screener.in/company/PGEL
857,Consumer Durables companies,Symphony,https://www.screener.in/company/SYMPHONY
858,Consumer Durables companies,Genus Power,https://www.screener.in/company/GENUSPOWER
859,Consumer Durables companies,Orient Electric,https://www.screener.in/company/ORIENTELEC
860,Consumer Durables companies,Hawkins Cookers,https://www.screener.in/company/508486
861,Consumer Durables companies,IFB Industries,https://www.screener.in/company/IFBIND
862,Consumer Durables companies,Avalon Tech,https://www.screener.in/company/AVALON
863,Consumer Durables companies,KDDL Ltd,https://www.screener.in/company/KDDL
864,Consumer Durables companies,Johnson Con. Hit,https://www.screener.in/company/JCHAC
865,Consumer Durables companies,Carysil,https://www.screener.in/company/CARYSIL
866,Consumer Durables companies,Butterfly Gan Ap,https://www.screener.in/company/BUTTERFLY
867,Consumer Durables companies,Timex Group,https://www.screener.in/company/500414
868,Consumer Durables companies,Stove Kraft,https://www.screener.in/company/STOVEKRAFT
869,Consumer Durables companies,Permanent Magnet,https://www.screener.in/company/504132
870,Consumer Durables companies,Hind Rectifiers,https://www.screener.in/company/HIRECT
871,Consumer Durables companies,MIC Electronics,https://www.screener.in/company/MICEL
872,Consumer Durables companies,Elin Electronics,https://www.screener.in/company/ELIN
873,Consumer Durables companies,Virtuoso Optoel.,https://www.screener.in/company/543597
874,Consumer Durables companies,RIR Power Electr,https://www.screener.in/company/517035
875,Consumer Durables companies,Inflame Applian.,https://www.screener.in/company/541083
876,Consumer Durables companies,BPL,https://www.screener.in/company/BPL
877,Consumer Durables companies,MIRC Electronics,https://www.screener.in/company/MIRCELECTR
878,Consumer Durables companies,Cosmo Ferrites,https://www.screener.in/company/523100
879,Consumer Durables companies,DHP India,https://www.screener.in/company/531306
880,Consumer Durables companies,Greenchef Appli.,https://www.screener.in/company/GREENCHEF
881,Consumer Durables companies,Calcom Vision,https://www.screener.in/company/517236
882,Consumer Durables companies,Sharp India,https://www.screener.in/company/523449
883,Consumer Durables companies,Arham Tech,https://www.screener.in/company/ARHAM
884,Consumer Durables companies,Sonam,https://www.screener.in/company/SONAMLTD
885,Consumer Durables companies,Delta Manufact.,https://www.screener.in/company/DELTAMAGNT
886,Consumer Durables companies,Comrade Applian.,https://www.screener.in/company/543921
887,Consumer Durables companies,B C C Fuba India,https://www.screener.in/company/517246
888,Consumer Durables companies,Gorani Industrie,https://www.screener.in/company/531608
889,Consumer Durables companies,Gujarat Poly,https://www.screener.in/company/517288
890,Consumer Durables companies,Salora Intl.,https://www.screener.in/company/500370
891,Consumer Durables companies,Incap,https://www.screener.in/company/517370
892,Consumer Durables companies,Jaipan Industrie,https://www.screener.in/company/505840
893,Consumer Durables companies,Quality RO Indu.,https://www.screener.in/company/543460
894,Consumer Durables companies,Thakral Services,https://www.screener.in/company/509015
895,Consumer Durables companies,Pan Electronics,https://www.screener.in/company/517397
896,Consumer Durables companies,Linaks Microelec,https://www.screener.in/company/517463
897,Consumer Durables companies,Procal Electroni,https://www.screener.in/company/526009
898,Consumer Durables companies,Pan Electronics,https://www.screener.in/company/517397
899,Consumer Durables companies,Linaks Microelec,https://www.screener.in/company/517463
900,Consumer Durables companies,Procal Electroni,https://www.screener.in/company/526009
901,Credit Rating Agencies companies,CRISIL,https://www.screener.in/company/CRISIL
902,Credit Rating Agencies companies,ICRA,https://www.screener.in/company/ICRA
903,Credit Rating Agencies companies,CARE Ratings,https://www.screener.in/company/CARERATING
904,Crude Oil & Natural Gas companies,O N G C,https://www.screener.in/company/ONGC
905,Crude Oil & Natural Gas companies,Oil India,https://www.screener.in/company/OIL
906,Crude Oil & Natural Gas companies,Hind.Oil Explor.,https://www.screener.in/company/HINDOILEXP
907,Crude Oil & Natural Gas companies,Asian Energy,https://www.screener.in/company/ASIANENE
908,Crude Oil & Natural Gas companies,Selan Expl. Tech,https://www.screener.in/company/SELAN
909,Crude Oil & Natural Gas companies,Aban Offshore,https://www.screener.in/company/ABAN
910,Crude Oil & Natural Gas companies,Guj.Nat.Resour.,https://www.screener.in/company/513536
911,"Diamond, Gems and Jewellery companies",Titan Company,https://www.screener.in/company/TITAN
912,"Diamond, Gems and Jewellery companies",Kalyan Jewellers,https://www.screener.in/company/KALYANKJIL
913,"Diamond, Gems and Jewellery companies",Rajesh Exports,https://www.screener.in/company/RAJESHEXPO
914,"Diamond, Gems and Jewellery companies",Vaibhav Global,https://www.screener.in/company/VAIBHAVGBL
915,"Diamond, Gems and Jewellery companies",Senco Gold,https://www.screener.in/company/SENCO
916,"Diamond, Gems and Jewellery companies",Thangamayil Jew.,https://www.screener.in/company/THANGAMAYL
917,"Diamond, Gems and Jewellery companies",PC Jeweller,https://www.screener.in/company/PCJEWELLER
918,"Diamond, Gems and Jewellery companies",Goldiam Intl.,https://www.screener.in/company/GOLDIAM
919,"Diamond, Gems and Jewellery companies",Manoj Vaibhav,https://www.screener.in/company/MVGJL
920,"Diamond, Gems and Jewellery companies",Asian Star Co.,https://www.screener.in/company/531847
921,"Diamond, Gems and Jewellery companies",Sky Gold,https://www.screener.in/company/SKYGOLD
922,"Diamond, Gems and Jewellery companies",Renaiss. Global,https://www.screener.in/company/RGL
923,"Diamond, Gems and Jewellery companies",Motisons Jewel,https://www.screener.in/company/MOTISONS
924,"Diamond, Gems and Jewellery companies",T B Z,https://www.screener.in/company/TBZ
925,"Diamond, Gems and Jewellery companies",Radhika Jeweltec,https://www.screener.in/company/RADHIKAJWE
926,"Diamond, Gems and Jewellery companies",RBZ Jewellers Lt,https://www.screener.in/company/RBZJEWEL
927,"Diamond, Gems and Jewellery companies",Uday Jewellery,https://www.screener.in/company/539518
928,"Diamond, Gems and Jewellery companies",Laxmi Goldorna,https://www.screener.in/company/LGHL
929,"Diamond, Gems and Jewellery companies",Ashapuri Gold,https://www.screener.in/company/542579
930,"Diamond, Gems and Jewellery companies",Narbada Gems,https://www.screener.in/company/519455
931,"Diamond, Gems and Jewellery companies",Kenvi Jewels,https://www.screener.in/company/540953
932,"Diamond, Gems and Jewellery companies",Golkunda Diamond,https://www.screener.in/company/523676
933,"Diamond, Gems and Jewellery companies",Minal Industries,https://www.screener.in/company/522235
934,"Diamond, Gems and Jewellery companies",Dev Labtech,https://www.screener.in/company/543848
935,"Diamond, Gems and Jewellery companies",Kanani Industrie,https://www.screener.in/company/KANANIIND
936,"Diamond, Gems and Jewellery companies",SwarnsaritaJewel,https://www.screener.in/company/526365
937,"Diamond, Gems and Jewellery companies",Sagar Diamonds,https://www.screener.in/company/540715
938,"Diamond, Gems and Jewellery companies",Sheetal Diamonds,https://www.screener.in/company/530525
939,"Diamond, Gems and Jewellery companies",SJ Corp,https://www.screener.in/company/504398
940,"Diamond, Gems and Jewellery companies",Zodiac-JRD MKJ,https://www.screener.in/company/512587
941,"Diamond, Gems and Jewellery companies",Silgo Retail,https://www.screener.in/company/SILGO
942,"Diamond, Gems and Jewellery companies",Goenka Diamond,https://www.screener.in/company/GOENKA
943,"Diamond, Gems and Jewellery companies",Deep Diamond,https://www.screener.in/company/539559
944,"Diamond, Gems and Jewellery companies",S.M. Gold,https://www.screener.in/company/542034
945,"Diamond, Gems and Jewellery companies",Orosil Smiths,https://www.screener.in/company/531626
946,"Diamond, Gems and Jewellery companies",Darshan Orna,https://www.screener.in/company/539884
947,"Diamond, Gems and Jewellery companies",Shukra Jewellery,https://www.screener.in/company/523790
948,"Diamond, Gems and Jewellery companies",Sover. Diamonds,https://www.screener.in/company/523826
949,"Diamond, Gems and Jewellery companies",Shukra Bullions,https://www.screener.in/company/531506
950,"Diamond, Gems and Jewellery companies",Shoora Designs,https://www.screener.in/company/543970
951,"Diamond, Gems and Jewellery companies",Mini Diamonds(I),https://www.screener.in/company/523373
952,"Diamond, Gems and Jewellery companies",Sunraj Diamond,https://www.screener.in/company/523425
953,"Diamond, Gems and Jewellery companies",Neogem India,https://www.screener.in/company/526195
954,Diversified companies,3M India,https://www.screener.in/company/3MINDIA
955,Diversified companies,DCM Shriram,https://www.screener.in/company/DCMSHRIRAM
956,Diversified companies,Swan Energy,https://www.screener.in/company/SWANENERGY
957,Diversified companies,Quess Corp,https://www.screener.in/company/QUESS
958,Diversified companies,Nava,https://www.screener.in/company/NAVA
959,Diversified companies,Balmer Lawrie,https://www.screener.in/company/BALMLAWRIE
960,Diversified companies,TTK Healthcare,https://www.screener.in/company/TTKHLTCARE
961,Diversified companies,Andrew Yule & Co,https://www.screener.in/company/ANDREWYU
962,Diversified companies,Rossell India,https://www.screener.in/company/ROSSELLIND
963,Diversified companies,Andhra Sugars,https://www.screener.in/company/ANDHRSUGAR
964,Diversified companies,Empire Inds.,https://www.screener.in/company/509525
965,Diversified companies,Krishna Defence,https://www.screener.in/company/KRISHNADEF
966,Diversified companies,Saakshi Medtech,https://www.screener.in/company/SAAKSHI
967,Diversified companies,Spectrum Talent,https://www.screener.in/company/SPECTSTM
968,Diversified companies,Gillanders Arbut,https://www.screener.in/company/GILLANDERS
969,Diversified companies,JMD Ventures,https://www.screener.in/company/511092
970,Diversified companies,Bombay Cycle,https://www.screener.in/company/501430
971,Diversified companies,Indifra Ltd,https://www.screener.in/company/INDIFRA
972,Diversified companies,Acrow India,https://www.screener.in/company/513149
973,Dry cells companies,HBL Power System,https://www.screener.in/company/HBLPOWER
974,Dry cells companies,Eveready Inds.,https://www.screener.in/company/EVEREADY
975,Dry cells companies,Indo National,https://www.screener.in/company/NIPPOBATRY
976,Dry cells companies,Panasonic Energy,https://www.screener.in/company/504093
977,E-Commerce/App based Aggregator companies,Zomato Ltd,https://www.screener.in/company/ZOMATO
